cp_lh_0,cp_lh_1,cp_tau_0,cp_n,average_strain,valid_average_stress,valid_g207_phi_1,valid_g207_Phi,valid_g207_phi_2,valid_g79_phi_1,valid_g79_Phi,valid_g79_phi_2,valid_g164_phi_1,valid_g164_Phi,valid_g164_phi_2,valid_g167_phi_1,valid_g167_Phi,valid_g167_phi_2,valid_g309_phi_1,valid_g309_Phi,valid_g309_phi_2,prd_average_stress,prd_g207_phi_1,prd_g207_Phi,prd_g207_phi_2,prd_g79_phi_1,prd_g79_Phi,prd_g79_phi_2,prd_g164_phi_1,prd_g164_Phi,prd_g164_phi_2,prd_g167_phi_1,prd_g167_Phi,prd_g167_phi_2,prd_g309_phi_1,prd_g309_Phi,prd_g309_phi_2
337.97999999999973,262.9799999999999,29.20399999999999,10.973000000000003,0.03086300000000001,251.55000000000007,1.9936999999999998,1.8756999999999997,3.8006,0.87718,2.1401999999999997,3.0445,0.3046400000000001,2.3163,3.420599999999999,1.2402,2.5138,2.9823,2.0622999999999996,2.2877,4.068499999999999,250.99142232845387,1.9937458662045675,1.875708115033771,3.800795059761304,0.8772920505985019,2.1400332371352158,3.0446702695487304,0.3046827077141121,2.316086116454143,3.420580017530364,1.2402263500611743,2.5137938400776334,2.9819865564447765,2.0619934531068522,2.287756498142019,4.068523330643288
307.7799999999999,39.16499999999998,2.1449,9.7371,0.08200400000000001,249.68999999999986,2.0286,1.8416999999999997,3.7765999999999997,0.86458,2.1699,3.0232999999999994,0.27695,2.3538999999999994,3.4124,1.1999,2.5193,3.0077999999999996,2.0722,2.2851,4.0586,249.23950197163228,2.0287007444436216,1.8416768234785466,3.776619171710814,0.8646867622980279,2.1698625432601175,3.0233767773887164,0.27684313830052526,2.3539628646383717,3.412253731860969,1.1998330713247582,2.5193242343546247,3.0078726406094614,2.0721233183124657,2.2851294481984192,4.058676826094563
350.96999999999974,18.019999999999996,154.05999999999995,13.439999999999998,0.062697,629.2399999999996,1.9793,1.8983,3.8189999999999995,0.89586,2.1166999999999994,3.0584999999999996,0.32508,2.2972,3.4102,1.2625,2.5066,2.9736999999999996,2.0289,2.3065999999999995,4.0614,627.2208630722647,1.9792619635395188,1.898312501623868,3.8189199147444515,0.8957554880890454,2.116727877765741,3.0585686122508897,0.3249866660763357,2.29727384505665,3.4101512144154915,1.262332872537044,2.506546891268379,2.973762544396701,2.029025465915721,2.3065281365472186,4.061437126282958
122.89999999999995,218.4599999999999,148.73999999999992,8.246899999999998,0.051332000000000017,571.08,1.9788999999999999,1.8979999999999997,3.8188,0.89526,2.1176,3.0583999999999993,0.32415000000000005,2.2979999999999996,3.4099999999999997,1.262,2.5069,2.9742,2.0323,2.3053999999999997,4.0649999999999995,569.7051581520701,1.9788575956922936,1.8979319376871069,3.8188172345488125,0.8952157465993124,2.117559312675864,3.0583410001451634,0.3242798333718695,2.298052945575374,3.4100010058881653,1.2621028893561492,2.5069973407734794,2.974183385178607,2.0322588003267703,2.3054029310180346,4.065014043380206
157.68999999999994,243.7899999999999,74.924,10.658999999999997,0.043526999999999996,404.1999999999998,1.9886,1.8814,3.8030999999999997,0.88661,2.1357999999999997,3.0478999999999994,0.3044900000000001,2.3098,3.4160999999999997,1.2468,2.5122999999999998,2.9776999999999996,2.0358,2.3048,4.069899999999999,404.40854001005624,1.9886851473354572,1.8815117372530694,3.803083461353176,0.8865365810590008,2.1358246882397443,3.047839257476555,0.3045196134377078,2.3099051414349727,3.4159367965497722,1.246896281278567,2.5123175118903927,2.9776706249145977,2.035723546009089,2.304665664081564,4.069703903765015
41.000999999999976,338.6499999999999,103.33999999999992,2.9949,0.03735200000000002,408.0399999999998,1.9808,1.8940999999999997,3.8133999999999997,0.89039,2.1269,3.0534,0.31925,2.3028,3.410099999999999,1.2632,2.5079999999999996,2.9837999999999996,2.0414,2.2967999999999997,4.066899999999999,409.73454838625526,1.9806128737698694,1.8939252056509752,3.8133055220535663,0.8904046712938255,2.12697982531152,3.0533399015114018,0.3192528158554737,2.3027760099315793,3.4101024060382703,1.2629518254895735,2.508016383780755,2.9835536307464907,2.041070152015303,2.297114660414343,4.066973314720303
157.68999999999994,243.7899999999999,74.924,10.658999999999997,0.07461800000000005,446.0899999999995,1.999,1.8662,3.7878000000000003,0.88392,2.1485,3.0395,0.28707,2.3233,3.4176,1.2346,2.5176,2.981,2.0232,2.3151,4.069699999999999,447.031436155789,1.9989968490671914,1.866321141688669,3.7879524927338015,0.8838906770953853,2.1485269820091153,3.0396261856685833,0.2870922547052673,2.3230933172424812,3.417689364240675,1.2348467738162814,2.5174160823665765,2.980988552297986,2.023044333126691,2.3151835582345424,4.069548120735156
222.6599999999999,304.78999999999996,172.81999999999994,2.3369999999999997,0.08949500000000003,605.5599999999997,1.9817999999999998,1.8941999999999999,3.8115,0.8957,2.1315,3.0540999999999996,0.31973000000000007,2.3039999999999994,3.409699999999999,1.268,2.5079999999999996,2.9901,2.0026,2.3093,4.0546999999999995,603.8864309044576,1.9817591492771325,1.8941922641000544,3.811496769543992,0.8957627279716922,2.1314846447750777,3.054091551183867,0.3196418596819213,2.3039233343043257,3.4096169501022824,1.2677802948796342,2.508044063822212,2.990024418210813,2.002500428676145,2.3093686877331767,4.054699926199133
157.68999999999994,243.7899999999999,74.924,10.658999999999997,0.049745000000000004,412.8299999999998,1.9904999999999997,1.8783999999999998,3.800099999999999,0.88603,2.1386,3.0461999999999994,0.301,2.3122,3.4169999999999994,1.2442,2.5134,2.9781999999999997,2.0329,2.3069,4.069799999999999,411.0041683888917,1.9906611833750223,1.8784152625008235,3.800082430521515,0.8860800422314877,2.1386363420551477,3.0461649413211918,0.30085542779344854,2.3122566787072003,3.4167162755877003,1.2441508555991938,2.51334282560955,2.978037039791374,2.032647428665745,2.3070577360102495,4.069736631780341
56.91399999999998,85.38299999999994,197.8699999999996,13.978999999999997,0.07964700000000002,707.9200000000001,1.9793,1.8988,3.820099999999999,0.89392,2.1154,3.0589999999999997,0.32626000000000005,2.2972,3.4111999999999996,1.2643,2.5065,2.9750999999999994,2.0283,2.3031999999999995,4.0583,709.8485059733199,1.979289826749966,1.89884235389726,3.820138251458286,0.8939034390141914,2.1152835687358684,3.059031906293189,0.3264163222198149,2.29720923038026,3.4112421707681615,1.264383738149521,2.506423999560465,2.975174217223991,2.028360353943818,2.3031311229057394,4.0583420112495086
264.9699999999999,195.5499999999999,87.38299999999997,8.6078,0.056009,474.0999999999998,1.9854,1.8837999999999997,3.8048999999999995,0.89096,2.1351,3.0484,0.30847,2.3087,3.4127,1.247,2.5116999999999994,2.9778999999999995,2.0226,2.3126,4.0679,475.4247669040256,1.9856000432510754,1.8838814543521756,3.805086806012246,0.8908623834405983,2.1348945106645214,3.0483306067467693,0.308463594389341,2.308621531450357,3.4125283427067945,1.2470659454990558,2.5115486201137616,2.977637053966472,2.02295869149549,2.3121888211624024,4.067686232791828
35.69599999999999,367.1499999999998,99.67899999999996,4.172,0.06537800000000002,461.61000000000007,1.984,1.8850999999999998,3.803799999999999,0.88998,2.138,3.0468,0.30727,2.3104,3.4088999999999996,1.2567,2.511,2.9875999999999996,2.0233,2.3088999999999995,4.065799999999999,462.44674157742884,1.9839855032104579,1.8850567638820388,3.8039565206157304,0.890034756936701,2.1378277782239983,3.046879691391574,0.3072504845868579,2.310498154006916,3.40875642364996,1.2566020932009847,2.510965793550275,2.9875588595233507,2.023542845319337,2.3087910153371274,4.066023648655723
144.58999999999995,149.00999999999988,106.83999999999995,4.671199999999999,0.09639700000000001,548.4499999999997,1.9883999999999995,1.878,3.796099999999999,0.89069,2.1461,3.0419,0.29829,2.317,3.4071999999999996,1.2474,2.5135999999999994,2.9909999999999997,2.0021,2.3225999999999996,4.063699999999998,548.7624944552804,1.9883078850396916,1.8780771199496664,3.7962932648710206,0.8907088232183441,2.146084708969877,3.042014437649695,0.2984713859254505,2.317093519668426,3.4072409481399113,1.2473903562790454,2.5135567258725877,2.991015064951633,2.0022106238557926,2.3227296495013667,4.063630361220459
102.91999999999997,53.01599999999998,87.90399999999993,1.2199,0.02757900000000002,286.40999999999997,1.9843,1.9007,3.8163999999999993,0.88808,2.1240999999999994,3.0577,0.33017,2.2999999999999994,3.4168,1.2767,2.5070999999999994,2.9921,2.0687,2.2826999999999997,4.064899999999999,286.60181598320054,1.9844211417020783,1.9008680633919817,3.81639764549907,0.8882129507556831,2.124081952773408,3.057833424382855,0.3301089841399227,2.299933591713015,3.4168690604721372,1.2769688940777741,2.5071421040083415,2.9922009112513206,2.0688517319878446,2.2827048649827417,4.06488020509786
337.10999999999984,355.02999999999975,162.86999999999995,14.808,0.005945300000000003,375.9299999999995,1.9784999999999997,1.8990999999999998,3.8194999999999997,0.88923,2.116,3.0572999999999997,0.32520000000000004,2.2969,3.4114,1.2638,2.506,2.9754999999999994,2.0602999999999994,2.2881999999999993,4.0718,378.45131684012586,1.9784694871154174,1.8991555272373049,3.8195607081213048,0.8889602589615575,2.1158102203093727,3.057229768613499,0.325285879410276,2.2969886530182273,3.4113879284364534,1.2638347930988874,2.505932212650493,2.975630942567814,2.061260074430072,2.287910724156199,4.072115954292652
183.91999999999993,276.7299999999999,22.200999999999986,12.166,0.012143000000000001,139.43999999999994,1.9854999999999998,1.8883,3.810799999999999,0.88107,2.1272,3.0518999999999994,0.31371000000000004,2.3047,3.4169999999999994,1.2541,2.5095,2.9775,2.0632,2.2864999999999998,4.070399999999999,138.79564236345394,1.985842837876284,1.8880666174719665,3.8108709267461727,0.8811128151958886,2.1272674340535582,3.051869785357158,0.31347020713844986,2.3049432373581458,3.416885221440112,1.2537004613275573,2.5096071222527456,2.9774300141874157,2.063104730069107,2.2865505854955073,4.070276293189691
322.2299999999997,382.4599999999995,132.67000000000002,15.925999999999997,0.04223100000000001,540.5399999999992,1.9791,1.8985999999999998,3.819299999999999,0.89399,2.1161999999999996,3.0585999999999998,0.32494000000000006,2.2972,3.4104999999999994,1.2627,2.5065,2.9742999999999995,2.0386999999999995,2.302,4.065999999999999,544.7042461583366,1.979007543465083,1.8985192627362253,3.8192233321910005,0.8939410399307626,2.116322058144271,3.0584767208699946,0.3246861537739752,2.2972037927926316,3.41052986606356,1.2629280971889938,2.5065685661670494,2.974298600526259,2.038767386114845,2.3020586625290624,4.06615426259062
264.9699999999999,195.5499999999999,87.38299999999997,8.6078,0.06845500000000003,497.35999999999984,1.9880999999999998,1.8787999999999998,3.8003,0.89057,2.1399,3.0456,0.30338,2.3127,3.4132999999999996,1.2419,2.5132999999999996,2.9792,2.0154,2.3178,4.0675,497.6067715588063,1.988180895694029,1.8787707871406596,3.800340182502528,0.8907337379704259,2.14003751078427,3.0454898572823987,0.3034951898572371,2.3128155397391446,3.41344143124067,1.2418007314084638,2.5133224314081977,2.979078945700618,2.015176800192997,2.317733785971253,4.067513963711526
307.7799999999999,39.16499999999998,2.1449,9.7371,0.02126,76.17799999999998,1.9898,1.8828999999999998,3.8085999999999998,0.87992,2.1349,3.0487,0.3139600000000001,2.3121,3.4152,1.2435,2.5104,2.9845,2.0652,2.2855,4.0664,75.82844772884856,1.9899549487538708,1.882896758418593,3.808594081768386,0.8798039284459465,2.134987559864902,3.048763877390852,0.3139646350923877,2.3121173013107863,3.4151541549963427,1.243279540229502,2.5104622734234137,2.9845145962094555,2.0652223055065804,2.2853442799007837,4.066433252420009
56.91399999999998,85.38299999999994,197.8699999999996,13.978999999999997,0.07374700000000002,689.1599999999995,1.9791999999999998,1.899,3.820199999999999,0.89335,2.1152,3.0589999999999997,0.32626000000000005,2.2973,3.4113,1.2645,2.5063999999999997,2.9754,2.0326,2.3016999999999994,4.060099999999999,693.0201727850645,1.979264343410666,1.898964590976507,3.820253925011797,0.8933796405547131,2.11513654873106,3.059065304412345,0.32640264941259645,2.297264657119352,3.411334875625107,1.2644850199331767,2.5064183337694335,2.975375700047502,2.032654651076791,2.3016665731026733,4.060075787341236
222.6599999999999,304.78999999999996,172.81999999999994,2.3369999999999997,0.006172100000000004,358.99999999999983,1.9784999999999997,1.8988,3.8191999999999995,0.88918,2.1166,3.0571,0.32509000000000005,2.2972,3.4113,1.2638,2.5061,2.9758,2.0601,2.2880999999999996,4.071299999999999,351.680487044043,1.9786565407078969,1.8990086328279425,3.819436765821513,0.8893232916546042,2.116436874917614,3.057315693183376,0.3252746295654905,2.29707901362999,3.4114234760082836,1.264176841310668,2.5060265515726146,2.975835715004312,2.06044536591176,2.2878109581790653,4.071374368640322
380.65999999999974,391.48999999999955,49.45999999999998,5.278299999999999,0.09011900000000003,452.7799999999996,1.9948999999999997,1.8668999999999998,3.786999999999999,0.88394,2.1551,3.0372999999999997,0.28967000000000004,2.3296,3.4117,1.2404,2.5177,3.0011999999999994,2.0265,2.3104999999999998,4.069899999999999,453.02374466375653,1.9950481866000944,1.8669451216985273,3.7869679699797953,0.8839143566974131,2.155215045262131,3.037345022658073,0.28971541670602974,2.329622988785941,3.4117399936885127,1.24055284460242,2.517830851052278,3.0013851092500383,2.0263695721272663,2.3105550194094957,4.0698334784979195
337.10999999999984,355.02999999999975,162.86999999999995,14.808,0.05648,613.6599999999995,1.9793,1.899,3.8196999999999997,0.89382,2.1154,3.058899999999999,0.32583000000000006,2.2969999999999997,3.4108,1.2636,2.5063999999999997,2.9744999999999995,2.0361,2.3022,4.063299999999999,613.8936930690877,1.9792869280256413,1.8989110734294088,3.819686556717922,0.8939379970834387,2.1154827126179185,3.058936554249167,0.3258320667468944,2.2970647983636088,3.4108067573114305,1.26353894649169,2.5064406333776077,2.97442567523755,2.035835740362448,2.3022879270113457,4.063179469862118
337.10999999999984,355.02999999999975,162.86999999999995,14.808,0.020809000000000008,461.97999999999945,1.9786999999999997,1.8995,3.819799999999999,0.89035,2.1152,3.0579999999999994,0.32553000000000004,2.2970999999999995,3.4113,1.2642,2.5062,2.9755999999999996,2.0561,2.2923,4.070799999999999,460.1011926520109,1.9785764251015139,1.8995856504319402,3.8198866460461467,0.8903816587846034,2.1150875060818652,3.058019124385359,0.32558371664035274,2.2970286027569395,3.4112464287271473,1.2642317036590032,2.5062026503667703,2.9755305358330477,2.0556417693114617,2.2925112065517856,4.070777676940125
157.68999999999994,243.7899999999999,74.924,10.658999999999997,0.037309000000000016,394.98999999999984,1.9866999999999997,1.8844999999999998,3.805999999999999,0.88721,2.1329,3.0494999999999997,0.30796000000000007,2.3074,3.4150999999999994,1.2494,2.5114,2.9770999999999996,2.0388,2.3024999999999998,4.069999999999999,396.5042672415628,1.9867683277326078,1.8843810845952045,3.805822222421939,0.8871628357180137,2.133078353679072,3.0493669665600227,0.3078235139376008,2.3077517312536866,3.415147900717931,1.2494813065701742,2.5114052297637786,2.977280314281615,2.038906130738469,2.3025494217258666,4.069936366923423
56.91399999999998,85.38299999999994,197.8699999999996,13.978999999999997,0.0029499000000000027,340.71999999999986,1.9784999999999997,1.8986999999999998,3.819299999999999,0.88861,2.1163,3.057,0.32515000000000005,2.2969999999999997,3.4114999999999993,1.2638,2.5059,2.9756999999999993,2.062,2.2868999999999997,4.0715,347.63170834735024,1.9784347123275683,1.8985438033363529,3.8191423164878087,0.8888246584430148,2.1164177133955135,3.0569183849685713,0.32501194522499377,2.296895408085155,3.4115194168166196,1.2636962368504305,2.505913557628991,2.9757293851848754,2.061123319507975,2.286856575082295,4.0716030574931485
254.4199999999998,5.0142999999999995,126.8799999999999,3.4613999999999994,0.009294600000000009,372.1999999999998,1.9783999999999997,1.8985999999999998,3.8191,0.88965,2.1169,3.0571999999999995,0.32467000000000007,2.2975,3.4110999999999994,1.2633,2.5062999999999995,2.9756999999999993,2.0578,2.2898999999999994,4.071299999999999,374.6714954448045,1.9783753502842862,1.898676784111261,3.8192640383484457,0.8896744272339783,2.11685381142878,3.057414854392179,0.32485556240805447,2.2975432921678483,3.4110177909787907,1.2634528469596327,2.506405480152893,2.9757877415762652,2.057856803288087,2.2900258347411913,4.071241409606427
183.91999999999993,276.7299999999999,22.200999999999986,12.166,0.03339400000000001,183.95000000000005,1.9957999999999996,1.8713,3.7972,0.87531,2.1426,3.0436,0.29962000000000005,2.3186,3.4234,1.2436,2.5151,2.9826999999999995,2.0645999999999995,2.2859999999999996,4.0679,183.70482622317581,1.9959686328668613,1.8712115286160165,3.7971410308733553,0.8754918900288123,2.1425926370476547,3.0436271323677087,0.29981328926514955,2.3185486354209526,3.423412114924714,1.2434011981547688,2.5150062803225177,2.9826529839770575,2.064367359384633,2.2860447760944704,4.067818221991621
81.29299999999998,36.475999999999985,78.17199999999995,11.572999999999995,0.08331800000000002,427.4599999999999,2.0187,1.8611,3.7779,0.87331,2.1529,3.0338999999999996,0.26717,2.3379999999999996,3.401299999999999,1.222,2.5218999999999996,2.9853,2.0253,2.3138999999999994,4.068999999999999,425.38869717592706,2.018720110317442,1.861155827179011,3.7777931679209074,0.8733619493734507,2.1526234008453113,3.034024678781219,0.26726743122287333,2.338234233390953,3.40099067832412,1.2221239546511662,2.521958598784243,2.9852615940403675,2.025349545161039,2.313881282703213,4.069047351053379
264.9699999999999,195.5499999999999,87.38299999999997,8.6078,0.05289700000000002,467.83999999999975,1.9847999999999997,1.8848999999999998,3.805999999999999,0.89105,2.1338999999999997,3.049,0.30973000000000006,2.3077999999999994,3.412499999999999,1.2482,2.5112999999999994,2.9775999999999994,2.0244999999999997,2.3113,4.068099999999999,468.6995138792014,1.9849872033147942,1.884942135526671,3.8060697372228014,0.8909734682931693,2.1336830916258136,3.0489830464185257,0.30956130113753716,2.3077243190594223,3.41239932309905,1.2481445980808423,2.511203737934328,2.9773267401388375,2.0248003897435223,2.3109812561772127,4.067946092696285
92.99899999999991,205.07000000000002,184.21000000000004,15.194999999999995,0.03843100000000003,549.3399999999995,1.9788999999999999,1.8994,3.8199999999999994,0.89112,2.1151,3.0583,0.32592,2.2973,3.4114999999999993,1.2647,2.5063999999999997,2.9758,2.0511,2.2949,4.068299999999999,546.2845040699491,1.9789241909696682,1.8994355861836243,3.81993931460484,0.8911460312729667,2.1150901812002703,3.0583060183445063,0.3259328747723917,2.2972919192123196,3.411442105727851,1.2646811554906783,2.506362922240833,2.975753831970797,2.0512615407327908,2.2947914158059657,4.068418614716553
369.5099999999997,322.7200000000001,178.84999999999985,1.4703,0.00933030000000001,352.33999999999963,1.9788999999999999,1.899,3.8191,0.88945,2.1174,3.0574,0.32562,2.2974,3.4117999999999995,1.2651,2.5062,2.9774,2.0592,2.2879,4.070299999999999,352.80397306587497,1.9790097262465562,1.8992288273110827,3.819155971468846,0.8895823344556865,2.1172766034411525,3.0574104728290377,0.3257713656268728,2.2973580017123676,3.411893436228282,1.265134382597101,2.506145955710975,2.9774048253338488,2.0589922760351853,2.2880715029398027,4.070174623456261
254.4199999999998,5.0142999999999995,126.8799999999999,3.4613999999999994,0.04957100000000002,494.0899999999998,1.9797,1.8944,3.8144,0.89292,2.1256,3.0546,0.32006,2.302,3.4093999999999993,1.2609,2.5079999999999996,2.9805,2.0282,2.3051,4.065599999999999,496.17746087144474,1.9796456687981663,1.894349125659998,3.814446263776226,0.892942541867302,2.1254479173155545,3.054574527595326,0.32014482868565863,2.301892628228062,3.409432723617797,1.2609292494199607,2.5080972186975314,2.9804614106170044,2.0280760290358786,2.305173094005186,4.065537583889555
222.6599999999999,304.78999999999996,172.81999999999994,2.3369999999999997,0.03703200000000001,473.8299999999997,1.9791999999999998,1.8983999999999999,3.8181000000000003,0.89291,2.12,3.0579999999999994,0.32415000000000005,2.2989999999999995,3.4106,1.2644,2.5069,2.9785999999999997,2.0396,2.2982,4.067099999999999,472.72572427267863,1.979254814809662,1.89835336810898,3.8180561298109783,0.8929165776213068,2.1200722535229777,3.0579867385256527,0.3241915495944852,2.2990023766113423,3.4105512133210123,1.2645840269785318,2.5069102033082498,2.978807746357953,2.039380995958874,2.2982476718346794,4.067079210395165
307.7799999999999,39.16499999999998,2.1449,9.7371,0.05163200000000002,166.47999999999993,2.0087,1.8607,3.7926,0.87068,2.1558999999999995,3.0362999999999998,0.29605000000000004,2.3337,3.4160000000000004,1.2198,2.5155,2.9970999999999997,2.0689999999999995,2.2837999999999994,4.060699999999999,166.35982208931182,2.008935168923743,1.8606929715645544,3.7925729045671943,0.8706381312523748,2.15586450666434,3.036212924415875,0.2959786492710672,2.333779713486354,3.4159607171080313,1.2196517977895627,2.515470618025598,2.997061778377211,2.0689931605207104,2.28389581495363,4.06067785072725
122.89999999999995,218.4599999999999,148.73999999999992,8.246899999999998,0.081527,655.71,1.9794999999999998,1.8938999999999997,3.8150999999999997,0.89964,2.1239,3.0549999999999997,0.32089000000000006,2.3000999999999996,3.4092999999999996,1.2589,2.5080999999999998,2.9739999999999998,2.0054,2.3182999999999994,4.0596,653.9009775486697,1.9795799901516542,1.893891299706441,3.815126355113032,0.8997427784573974,2.12394665111422,3.0550028098689865,0.3208623304196928,2.30012128018435,3.409260662398854,1.2587784426016746,2.508138342962985,2.9739988359863645,2.005186864892344,2.3184203372962506,4.05964707627135
